notes,Cleaned_Column
"2022-06-13 10:43:53 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:48603"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:35:26 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 104353  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat48603 target_blankorion alert detailsacode

20220613 103526  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:43:53 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:66380"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:35:26 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 104353  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat66380 target_blankorion alert detailsacode

20220613 103526  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:36:30 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:92169"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 103630  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat92169 target_blankorion alert detailsacode

"
"2022-06-13 11:05:32 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:90502"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 110532  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat90502 target_blankorion alert detailsacode

"
"2022-06-13 10:59:32 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:90076"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 105932  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat90076 target_blankorion alert detailsacode

"
"2022-06-13 10:50:24 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:78473"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 105024  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat78473 target_blankorion alert detailsacode

"
"2022-06-13 10:41:30 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:90220"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 104130  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat90220 target_blankorion alert detailsacode

"
"2022-06-13 13:05:22 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 12:45:20 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97678"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 11:50:19 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 11:30:18 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97678"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 11:06:02 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 130522  solarwinds integration work notes
orion alert has been reactivated

20220613 124520  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97678 target_blankorion alert detailsacode

20220613 115019  solarwinds integration work notes
orion alert has been reactivated

20220613 113018  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97678 target_blankorion alert detailsacode

20220613 110602  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-13 11:53:13 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:92142"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 11:12:40 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 115313  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat92142 target_blankorion alert detailsacode

20220613 111240  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-13 12:23:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91710"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 12:21:06 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 122338  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat91710 target_blankorion alert detailsacode

20220613 122106  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-14 02:34:41 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81091"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 12:20:21 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220614 023441  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81091 target_blankorion alert detailsacode

20220613 122021  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-14 01:01:12 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95080"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-14 00:56:22 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 23:41:10 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95080"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 23:36:21 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 12:30:58 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95080"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 12:29:42 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220614 010112  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95080 target_blankorion alert detailsacode

20220614 005622  solarwinds integration work notes
orion alert has been reactivated

20220613 234110  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95080 target_blankorion alert detailsacode

20220613 233621  solarwinds integration work notes
orion alert has been reactivated

20220613 123058  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95080 target_blankorion alert detailsacode

20220613 122942  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-14 00:24:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81128"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 13:26:06 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220614 002438  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81128 target_blankorion alert detailsacode

20220613 132606  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-14 00:29:39 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81318"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 13:36:14 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220614 002939  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81318 target_blankorion alert detailsacode

20220613 133614  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-13 13:53:20 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 135320  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-13 14:15:11 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:72462"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 14:14:12 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 141511  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat72462 target_blankorion alert detailsacode

20220613 141412  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-13 15:25:25 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85245"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 14:31:13 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 152525  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat85245 target_blankorion alert detailsacode

20220613 143113  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
"2022-06-13 14:46:00 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91868"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 14:43:17 - Sujan Kumar (Work notes)
Out of  Service Desk scope. Hence, Assigning to concern team.

","20220613 144600  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat91868 target_blankorion alert detailsacode

20220613 144317  sujan kumar work notes
out of  service desk scope hence assigning to concern team

"
