Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column
AM,Windows / OS,United States,Deskside,URGENT - windows defender - suspicious activity,Y,26-09-2022,Incident,   urgent  windows defender  suspicious activity
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,26-09-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Hardware Issue - Accessories - Laptop's charging cable ,Y,29-09-2022,Incident,hardware issue  accessories  laptops chargin
AM,Windows / OS,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,27-09-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Overheatin issue Replacement,Y,27-09-2022,Incident,jll hardware issue  laptop overheatin issue re
AM,,United States,Deskside,Swati Gupta-JLL VMWare   installing the 5.5.1 version of VMWare Horizon Client ,Y,26-09-2022,Incident,swati guptajll vmware   installing the 551 v
AM,Hardware,United States,Deskside,Hardware - Provide admin rights.,Y,27-09-2022,Incident,                  hardware  provide admin rights
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,18-10-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,Application Issue - Adobe,Y,23-09-2022,Incident,                         application issue  adobe
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - URGENT!!!,Y,23-09-2022,Incident,               hardware issue  laptop  urgent
AM,M365,Canada,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,26-09-2022,Incident,reported issue  application  microsoft teams 
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,27-09-2022,Incident,                          hardware issue  printer
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,28-10-2022,Incident,  reported issue  application  outlook desktop
AM,Windows / OS,United States,Deskside,Mac - Computer Issues,Y,26-09-2022,Incident,                             mac  computer issues
AM,M365,United States,Deskside,Microsoft Teams â€“ Teams is slow or unusable,Y,23-09-2022,Incident,     microsoft teams â teams is slow or unusable
AM,,United States,Deskside,BAC - VPN - Issues,Y,04-10-2022,Incident,                                bac  vpn  issues
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,27-09-2022,Incident,                 reported issue  hardware  other
AM,,United States,Deskside,File Transfer Issue - Space needs to be freed up on hard drive to allow download as needed. - Deskside support.,Y,11-10-2022,Incident,file transfer issue  space needs to be freed u
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,01-11-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,29-09-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,macOS - Personal Recovery Key Invalid.,Y,26-09-2022,Incident,            macos  personal recovery key invalid
AM,,United States,Deskside,macOS - Personal Recovery Key Invalid.,Y,29-09-2022,Incident,            macos  personal recovery key invalid
AM,,United States,Deskside,macOs - Personal Recovery Key Invalid.,Y,26-09-2022,Incident,            macos  personal recovery key invalid
AM,,United States,Deskside,macOS - Personal Recovery Key Invalid.,Y,26-09-2022,Incident,            macos  personal recovery key invalid
AM,Active Directory,United States,Deskside,Account Lockouts issue,Y,26-09-2022,Incident,                            account lockouts issue
AM,Hardware,United States,Deskside,JLL Hardware Issue - Docking Station Dell Display Manager setup,Y,26-09-2022,Incident,jll hardware issue  docking station dell displ
AM,,United States,Deskside,JLL HR Direct / Workday - site error Issues,Y,29-09-2022,Incident,       jll hr direct  workday  site error issues
AP,M365,India,Deskside,Microsoft Teams - Designation on MS Teams is incorrect,Y,05-10-2022,Incident,microsoft teams  designation on ms teams is in
AM,Laptop,Canada,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,,United States,Deskside,JLL Admin Rights Quicken Assistance,Y,26-09-2022,Incident,               jll admin rights quicken assistance
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Docking_Station,Y,27-09-2022,Incident,       reported issue  hardware  docking_station
AM,Email,United States,Deskside,Email - Other reported,Y,26-09-2022,Incident,                            email  other reported
AM,Network,United States,Deskside,Reported Issue - Network - VPN,Y,04-10-2022,Incident,                    reported issue  network  vpn
AM,Laptop,United States,Deskside,Ester Rivera - Reported Issue - Hardware - Laptop_Desktop ,Y,02-11-2022,Incident,ester rivera  reported issue  hardware  lapt
AP,Access,Australia,Deskside,Network Drive - can t access \\aubne04insp001\brisbane,Y,25-09-2022,Incident,network drive  can t access aubne04insp001b
AM,Access,United States,Deskside,JLL Network Off Network computer  access Login Error received,Y,11-10-2022,Incident,jll network off network computer  access login 
AP,Email,Australia,Deskside,Email - Other reported,Y,25-09-2022,Incident,                            email  other reported
AP,Email,Australia,Deskside,Outlook Add-In - Condeco,Y,27-09-2022,Incident,                          outlook addin  condeco
AP,,Malaysia,Deskside,BitLocker Recovery,Y,26-09-2022,Incident,                                bitlocker recovery
AP,,Malaysia,Deskside,PDF's wont open,Y,29-09-2022,Incident,                                   pdfs wont open
AM,Hardware,United States,Deskside,Laura Hoye - Reported Issue - Hardware - Camera is not working,Y,20-12-2022,Incident,laura hoye  reported issue  hardware  camera
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,09-01-2023,Incident,                           hardware issue  laptop
AP,Email,China,Deskside,Telephony Issue - Voicemail,Y,27-09-2022,Incident,                       telephony issue  voicemail
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,29-09-2022,Incident,            reported issue  other  miscellaneous
AM,M365,United States,Deskside,Reported Issue - Security - Other,Y,26-09-2022,Incident,                 reported issue  security  other
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop - Monitor not working.  ,Y,02-10-2022,Incident,  hardware issue  laptop  monitor not working  
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,05-10-2022,Incident,                           hardware issue  laptop
AP,Network,China,Deskside,Unable connect to Client Network via Lan,Y,29-09-2022,Incident,          unable connect to client network via lan
AP,Windows / OS,India,Deskside,Bright Singh application not working  ,Y,05-10-2022,Incident,            bright singh application not working  
AP,,Hong Kong,Deskside,HKQBY01L450 - Unable open PDF File,Y,27-09-2022,Incident,                hkqby01l450  unable open pdf file
AP,,Australia,Deskside,Reported Issue - Application - ,Y,26-09-2022,Incident,                   reported issue  application  
AP,,Singapore,Deskside,Reported Issue - Other / Miscellaneous,Y,04-10-2022,Incident,            reported issue  other  miscellaneous
AP,Windows / OS,Malaysia,Deskside,APAC - Reported Issue - Other / Miscellaneous,Y,29-09-2022,Incident,     apac  reported issue  other  miscellaneous
AP,Email,India,Deskside,Email - Issue sending or receiving reported,Y,26-09-2022,Incident,       email  issue sending or receiving reported
AP,Network,Australia,Deskside,Network Issues - Cannot connect to M Drive,Y,28-09-2022,Incident,        network issues  cannot connect to m drive
AP,Windows / OS,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,28-09-2022,Incident,            reported issue  other  miscellaneous
AP,Hardware,India,Deskside,Hardware troubleshooting,Y,10-10-2022,Incident,                          hardware troubleshooting
AP,Printer,India,Deskside,Printers and copiers,Y,27-09-2022,Incident,                              printers and copiers
AP,Email,Hong Kong,Deskside,Outlook - when user accepted calendar invites showing error ,Y,04-10-2022,Incident,outlook  when user accepted calendar invites s
AP,Windows / OS,Hong Kong,Deskside,Unable to Open PDFs again,Y,27-09-2022,Incident,                         unable to open pdfs again
AP,,India,Deskside,Application Configuration,Y,16-11-2022,Incident,                         application configuration
AP,,India,Deskside,Admin right in VDI not working,Y,27-09-2022,Incident,                    admin right in vdi not working
AP,Email,India,Deskside,Email Issues,Y,03-10-2022,Incident,                                      email issues
AM,Laptop,Canada,Deskside,URGENT - Software Issue - Laptop,Y,26-09-2022,Incident,                  urgent  software issue  laptop
AM,Okta,United States,Deskside,OKTA - MFA code issues,Y,03-10-2022,Incident,                            okta  mfa code issues
AM,,United States,Deskside,Adobe Pro - Installation,Y,27-09-2022,Incident,                          adobe pro  installation
AM,Windows / OS,United States,Deskside,Windows - Unable to modify time zone,Y,27-09-2022,Incident,              windows  unable to modify time zone
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,26-09-2022,Incident,                           hardware issue  laptop
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop - Camera not working,Y,27-09-2022,Incident,      hardware issue  laptop  camera not working
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,27-09-2022,Incident,                  hardware issue  docking station
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,27-09-2022,Incident,local admin rights  unable to install applicat
AM,,United States,Deskside,Adobe Acrobat Pro DC - Issues,Y,27-09-2022,Incident,                     adobe acrobat pro dc  issues
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Keyboard issue,Y,29-09-2022,Incident,        jll hardware issue  laptop keyboard issue
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Keyboard issues,Y,18-10-2022,Incident,       jll hardware issue  laptop keyboard issues
AM,Network,United States,Deskside,Ernesto Gemoets-Internet - Network connectivity issues,Y,28-09-2022,Incident,ernesto gemoetsinternet  network connectivity
AM,,United States,Deskside,JLL Admin Rights  Google Earth Pro Assistance,Y,06-10-2022,Incident,     jll admin rights  google earth pro assistance
AM,,United States,Deskside,URGENT -   Local Admin Rights - Unable to install applications ,Y,26-09-2022,Incident,urgent    local admin rights  unable to insta
AM,,Canada,Deskside,JLL McAfee encryption on external device,Y,03-10-2022,Incident,          jll mcafee encryption on external device
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop no shut down options showing,Y,29-09-2022,Incident,jll hardware issue  laptop no shut down option
AM,Laptop,United States,Deskside,Katie Schroeder-HARD DOWN JLL Hardware Issue - Laptop Not starting,Y,26-09-2022,Incident,katie schroederhard down jll hardware issue  
AM,,United States,Deskside,JLL Admin Rights  GIS software,Y,13-10-2022,Incident,                    jll admin rights  gis software
AM,Windows / OS,United States,Deskside,User is trying to set up her  headset but is receiving an error,Y,26-09-2022,Incident,user is trying to set up her  headset but is re
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues.,Y,28-09-2022,Incident,                   hardware issue  laptop issues
AM,,United States,Deskside,JLL Adobe Acrobat Pro DC  install,Y,28-09-2022,Incident,                 jll adobe acrobat pro dc  install
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Blue Screen.,Y,27-09-2022,Incident,              hardware issue  laptop blue screen
AM,,United States,Deskside,Software - Transfer files from Hard Drive to Sharepoint.,Y,29-09-2022,Incident,software  transfer files from hard drive to sh
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Issues.,Y,28-09-2022,Incident,                   hardware issue  laptop issues
